913,(21.333443,-157.923144)
914,(21.332885,-157.92107)
915,(21.332467,-157.918312)
925,(21.341724,-157.94769)
926,(21.343752,-157.950895)
927,(21.34286,-157.952605)
928,(21.340488,-157.955136)
929,(21.339591,-157.956039)
930,(21.337532,-157.95825)
931,(21.333644,-157.961045)
934,(21.332126,-157.95085)
938,(21.314926,-157.864439)
939,(21.326521,-157.884933)
940,(21.325219,-157.883421)
941,(21.323775,-157.881766)
942,(21.321356,-157.879346)
943,(21.318647,-157.876215)
945,(21.313473,-157.870681)
946,(21.314992,-157.871514)
947,(21.316217,-157.870453)
948,(21.315927,-157.868183)
949,(21.315679,-157.866229)
950,(21.303755,-157.86081)
951,(21.299622,-157.863087)
952,(21.297474,-157.861758)
953,(21.295348,-157.85873)
954,(21.294673,-157.857176)
955,(21.292731,-157.853753)
956,(21.291783,-157.85076)
957,(21.334437,-157.952178)
958,(21.338062,-157.956219)
959,(21.339427,-157.956121)
960,(21.340762,-157.954752)
961,(21.342145,-157.953278)
962,(21.343438,-157.951174)
963,(21.34228,-157.94864)
974,(21.334083,-157.896223)
975,(21.329059,-157.886957)
976,(21.341322,-157.943422)
977,(21.384216,-157.945196)
978,(21.385802,-157.942691)
979,(21.385687,-157.940184)
980,(21.384682,-157.938239)
981,(21.382374,-157.939496)
983,(21.297892,-157.820754)
984,(21.287834,-157.827305)
985,(21.290967,-157.83763)
986,(21.292825,-157.841822)
987,(21.318791,-157.864932)
988,(21.324574,-157.86865)
989,(21.330782,-157.875033)
990,(21.333332,-157.879068)
991,(21.38461,-157.944566)
993,(21.33298,-157.878942)
994,(21.330742,-157.875131)
995,(21.324317,-157.868601)
996,(21.318734,-157.864991)
997,(21.311937,-157.863756)
999,(21.293347,-157.843215)
1000,(21.290996,-157.837915)
1003,(21.303378,-157.852556)
1016,(21.289386,-157.831987)
1017,(21.379222,-158.024145)
1018,(21.321873,-157.867204)
1020,(21.33504,-157.88098)
1021,(21.384549,-158.00212)
1024,(21.384386,-158.001857)
1025,(21.3349,-157.880928)
1027,(21.321577,-157.867078)
1032,(21.373296,-157.920089)
1033,(21.374295,-157.92105)
1034,(21.376828,-157.922095)
1035,(21.378017,-157.924234)
1036,(21.378736,-157.922867)
1037,(21.379631,-157.921133)
1038,(21.380072,-157.919303)
1039,(21.378766,-157.91572)
1040,(21.37721,-157.916622)
1041,(21.375242,-157.918243)
1042,(21.37402,-157.919579)
1044,(21.474433,-158.218356)
1049,(21.384119,-158.006626)
1050,(21.374475,-158.032088)
1051,(21.372478,-158.043842)
1053,(21.3492,-158.064955)
1054,(21.347128,-158.066916)
1055,(21.345344,-158.068716)
1056,(21.341844,-158.073047)
1057,(21.340686,-158.074694)
1058,(21.345266,-158.068689)
1059,(21.347578,-158.066389)
1060,(21.34934,-158.064721)
1061,(21.35404,-158.062188)
1062,(21.372449,-158.04375)
1063,(21.384352,-158.006632)
1065,(21.300293,-157.861842)
1066,(21.302754,-157.857145)
1067,(21.36934,-158.026227)
1068,(21.359561,-158.029595)
1069,(21.353842,-158.02862)
1070,(21.349055,-158.027308)
1071,(21.347106,-158.026789)
1072,(21.341073,-158.025136)
1073,(21.33469,-158.023428)
1074,(21.328498,-158.020379)
1075,(21.322303,-158.016436)
1076,(21.318268,-158.01399)
1077,(21.317924,-158.012569)
1078,(21.318883,-158.011137)
1079,(21.320887,-158.009292)
1080,(21.322287,-158.008006)
1081,(21.323394,-158.006376)
1082,(21.322508,-158.005299)
1083,(21.321441,-158.003984)
1084,(21.320486,-158.002862)
1085,(21.318679,-158.004315)
1086,(21.316839,-158.006046)
1087,(21.314464,-158.008247)
1088,(21.313452,-158.009203)
1089,(21.313687,-158.010976)
1091,(21.315865,-158.012339)
1092,(21.317825,-158.013632)
1093,(21.320577,-158.015288)
1094,(21.322305,-158.016346)
1095,(21.329278,-158.020514)
1096,(21.33265,-158.022397)
1097,(21.342269,-158.025215)
1098,(21.348489,-158.026877)
1099,(21.354684,-158.02855)
1100,(21.361097,-158.028752)
1101,(21.370468,-158.025884)
1102,(21.289453,-157.843701)
1105,(21.386712,-158.032793)
1106,(21.390866,-158.024378)
1107,(21.394858,-158.025409)
1108,(21.395088,-158.027653)
1109,(21.392918,-158.0302)
1110,(21.389075,-158.03211)
1111,(21.302065,-157.859317)
1116,(21.313536,-157.855524)
1117,(21.342869,-157.832191)
1118,(21.374796,-157.780785)
1119,(21.376974,-157.762685)
1120,(21.379918,-157.756798)
1121,(21.381823,-157.755043)
1122,(21.383602,-157.75341)
1123,(21.386126,-157.75112)
1124,(21.389084,-157.74843)
1125,(21.393363,-157.744669)
1126,(21.394176,-157.743214)
1127,(21.393616,-157.740827)
1128,(21.392547,-157.737318)
1129,(21.391814,-157.734549)
1130,(21.391455,-157.732771)
1131,(21.390471,-157.730805)
1132,(21.388693,-157.730136)
1134,(21.38455,-157.729831)
1135,(21.380773,-157.728972)
1136,(21.377914,-157.728587)
1137,(21.376244,-157.728987)
1138,(21.374531,-157.730105)
1139,(21.373301,-157.731707)
1140,(21.371656,-157.734358)
